Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,_Basement,_Garage,_Pool,_Fence,_Porch,_MasVnrArea,_WoodDeck,_MiscFeature,_New,_Remodeled,_NormalSale,_AfterWW2,LogPrice,TotalFloorSF,TotalSF,TotalPorchSF
369,20,RL,0.4842466780944268,-0.2880152274807057,2,0,1,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2007173825995612,3,3,PConc,3,3,1,2,0.689959669081,1,-0.35534240780090887,0.5089584113972526,0.3452524928726349,GasA,4,1,SBrkr,0.4334140046613502,-0.8701173641387884,-0.1336023189084742,-0.36774128175724924,0,0,1,0,2,1,3,7,10,1,4,Attchd,1954.0,3,1,-0.21098132213251236,3,3,3,-0.9467014684878265,1.06270951051302,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,3,2010,WD,Normal,132000,1,1,0,0,1,1,0,0,0,0,1,1,11.790557201568507,-0.43670335947743816,-0.022488788884614364,0.23717445313760666
370,20,RL,0.14713213959216614,0.1591858440024403,2,0,2,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,4,CBlock,3,3,1,5,0.020303554105546424,3,2.657447583898424,0.5126464178016831,0.1914144445374849,GasA,5,1,SBrkr,0.48024788344231306,-0.8701173641387884,-0.1336023189084742,-0.32313763076544216,1,0,1,0,3,1,4,7,10,1,4,Detchd,1997.0,3,2,0.37789006719164847,3,3,3,1.3263844650804597,0.270411498010059,-0.4042442108783149,-0.12852142748861478,3.4210950411448717,-0.06939258050999438,0,0,None,-0.19048147368468307,3,2010,WD,Normal,162000,1,1,0,0,1,0,1,0,0,1,1,1,11.99535161421452,-0.3898694806964753,-0.13172318622795726,3.158740900788001
371,60,RL,0.14713213959216614,-0.21004705678754224,2,0,2,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,3,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.6540928037410562,0.09613365332276888,GasA,5,1,SBrkr,-0.46573712269928086,1.1249348794032528,-0.1336023189084742,0.4473998578718544,0,0,2,1,3,1,3,7,10,1,3,Attchd,2000.0,2,2,0.2235925632808095,3,3,3,0.8313914202273075,0.6530017302737103,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,1,2006,WD,Normal,172400,1,1,0,0,1,0,1,0,0,0,1,1,12.05757263721173,0.659197756703972,0.5435335111946232,-0.172533327101703
372,50,RL,0.5637105495096784,1.2318345601338,2,0,1,Lvl,4,Inside,1,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,-0.8159593473487858,3,3,CBlock,0,0,0,0,-1.4141397865663,0,-0.35534240780090887,-3.047600483023416,-5.894038092795351,GasA,3,1,SBrkr,0.042618890526537626,0.9981268951146348,-0.1336023189084742,0.30717836906629575,0,0,2,0,4,1,3,7,6,1,4,Detchd,1991.0,3,2,0.49181676160430554,3,3,1,-0.9467014684878265,0.8299693965160645,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2008,WD,Normal,134432,0,1,0,0,1,0,0,0,0,0,1,1,11.808813773969108,1.0407457856411724,-5.586859723729055,0.004434339140651167
373,120,RL,-0.9066871025690053,-0.4494829955557418,2,0,1,Lvl,4,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,-0.8159593473487858,3,3,CBlock,4,3,1,5,0.7376794211684892,2,2.249292171995439,-3.047600483023416,-0.11977058919713009,GasA,3,1,SBrkr,-1.2113461358600905,-0.8701173641387884,-0.1336023189084742,-1.934177997711564,1,0,1,0,2,1,3,4,10,0,0,Attchd,1984.0,1,1,-0.15703484847841934,3,3,3,1.3145948649270371,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,2.9230411838972095,-0.06939258050999438,0,3,None,-0.19048147368468307,2,2010,WD,Normal,125000,1,1,0,1,1,0,1,0,0,0,1,1,11.736069016284437,-2.081463499998879,-2.053948586908694,1.3173590705675804
374,20,RL,0.5242269448674813,0.311179340504794,2,0,1,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,PConc,3,3,1,4,0.6124069344530028,2,2.4631683781682736,-3.047600483023416,-0.29576153125506743,GasA,3,1,SBrkr,0.5575859745922728,-0.8701173641387884,-0.1336023189084742,-0.24948237700867765,1,0,1,0,3,1,3,5,6,0,0,Attchd,1953.0,1,1,-0.14164320251360316,3,3,3,0.6732636046862831,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,2,None,-0.19048147368468307,11,2009,WD,Normal,123000,1,1,0,1,0,0,1,0,0,0,1,1,11.719939634354555,-0.3125313895465156,-0.545243908263745,-1.8984515323381128
375,60,RL,-0.0872058203399849,-0.1913312365392303,2,0,1,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,4,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.5905425856771035,-0.0067048833186802255,GasA,5,1,SBrkr,-0.8369149361651603,1.252050685249943,-0.1336023189084742,0.8891211602727171,0,0,2,1,4,1,4,8,10,1,4,BuiltIn,2003.0,3,2,0.1836838483481474,3,3,3,0.8313914202273075,0.7358443039761728,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2007,WD,Normal,219500,1,1,0,0,1,0,1,0,1,1,1,1,12.299107511497363,0.41513574908478257,0.8824162769540369,-0.08969075339924049
376,30,RL,0.14713213959216614,0.19619770814468993,2,0,2,Low,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,2,2,BrkTil,2,1,4,4,0.5453160443695331,1,-0.35534240780090887,0.0878194460521474,-0.19435786495874802,GasA,4,0,FuseA,-0.6319048034981718,-0.8701173641387884,-0.1336023189084742,-1.3823296428107452,1,0,0,1,1,1,2,4,4,0,0,None,,0,0,-3.9929027143431366,0,0,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,3,2009,WD,Normal,61000,1,0,0,0,0,0,0,0,0,1,1,0,11.018629143155449,-1.50202216763696,-1.5766875077694933,-1.8984515323381128
377,85,RL,-0.49789100510785184,-0.04472736495461182,2,0,2,Lvl,4,CulDSac,1,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,4,3,PConc,4,3,3,6,0.4917081616285525,1,-0.35534240780090887,0.37904045849479234,0.01666093619766916,GasA,5,1,SBrkr,-0.5972740258517213,-0.8701173641387884,-0.1336023189084742,-1.3493479816730598,0,0,1,0,2,1,3,5,10,0,0,Detchd,1998.0,1,2,0.37789006719164847,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2006,WD,Normal,148000,1,1,0,0,0,0,0,0,0,0,1,1,11.904967552746252,-1.4673913899905098,-1.3326870454753907,-1.8984515323381128
378,60,FV,1.3274134014887113,0.4015728612308434,2,0,2,Lvl,4,Corner,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,-0.8159593473487858,4,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.9266476709173561,0.537188688990917,GasA,5,1,SBrkr,1.126174325128881,1.1916890796068051,-0.1336023189084742,1.6274445088131222,0,0,3,0,4,1,4,8,10,1,4,Attchd,2004.0,2,2,0.4172506532069482,3,3,3,1.0086386871874438,1.4231390155415513,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,12,2007,WD,Normal,340000,1,1,0,0,1,0,1,0,1,1,1,1,12.736700896592344,2.317863404735686,2.164633197804039,0.597603958166138
379,20,RL,0.8630741860502922,0.4446389464954165,2,0,1,Lvl,4,Corner,1,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,1.4127096432092436,4,3,PConc,5,3,3,6,1.0186551199179203,1,-0.35534240780090887,0.2010621506652406,0.6776775656561479,GasA,5,1,SBrkr,1.633244493179682,-0.8701173641387884,-0.1336023189084742,0.7749533177973517,1,0,1,1,1,1,5,8,10,1,5,Attchd,2010.0,3,3,0.6319698113786786,3,3,3,0.8780397814758446,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2010,New,Partial,394432,1,1,0,0,0,1,1,0,1,0,0,1,12.885202034321916,0.7631271290408935,1.4526308834534996,-1.8984515323381128
380,60,RL,-0.33760211955130853,-0.2095709965458033,2,0,2,Lvl,4,Inside,1,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.2614207997467777,3,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.6702499674975462,0.12227957583276867,GasA,5,1,SBrkr,-0.29222344485235663,1.1580452915649773,-0.1336023189084742,0.6830528335814838,0,0,2,1,3,1,3,7,10,1,3,Attchd,2000.0,3,2,0.22805181007078926,3,3,3,0.8313914202273075,0.8599642926886929,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2009,WD,Normal,179000,1,1,0,0,1,1,1,0,0,0,1,1,12.095141084822892,0.8658218467126206,0.8053324094142525,0.03442923531327957
381,50,RL,-0.9066871025690053,-1.1476847676933553,2,2,1,Lvl,4,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,-0.8159593473487858,3,3,BrkTil,3,3,1,2,0.38760619455153544,1,-0.35534240780090887,0.5651394919661984,0.16051176309426768,GasA,3,1,SBrkr,-0.23337553140821893,1.1046479656987773,-0.1336023189084742,0.4956791985533182,0,0,2,0,3,1,4,6,10,1,4,Detchd,1924.0,1,1,-0.05143238263210531,3,3,3,-0.9467014684878265,-1.0729164749626994,2.776957523299324,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,5,2010,WD,Normal,127000,1,1,0,0,1,0,0,0,0,1,1,0,11.751942365440728,0.8712724342905585,0.6561909616475858,1.2827502018395265
382,20,FV,-0.33760211955130853,-0.4427586420366654,2,2,1,Lvl,4,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,4,3,PConc,4,4,1,1,-1.4141397865663,1,-0.35534240780090887,0.8185647107861858,0.3622861663185295,GasA,5,1,SBrkr,0.5143170698812861,-0.8701173641387884,-0.1336023189084742,-0.2906908178801413,1,0,2,0,2,1,4,5,10,1,4,Attchd,2006.0,2,2,0.3731076840580851,3,3,3,1.1260412023568596,1.1597983426070873,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,8,2006,New,Partial,187750,1,1,0,0,1,0,1,0,1,0,0,1,12.142866569626381,-0.35580029425750226,0.07159534843838822,0.3342632852316739
383,60,RL,0.5242269448674813,0.04056518403709404,2,0,2,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,4,3,PConc,4,3,3,1,-1.4141397865663,1,-0.35534240780090887,0.6461161586657652,0.08322564872669282,GasA,5,1,SBrkr,-0.5123263204713537,1.1819459832277504,-0.1336023189084742,0.6780492742781793,0,0,2,1,3,1,4,8,10,0,0,Attchd,2006.0,2,2,0.44912923289400236,3,3,3,0.9707121384017483,0.7810020871921556,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,4,2007,WD,Normal,213500,1,1,0,0,1,0,1,0,1,0,1,1,12.271392111650817,0.6696196627563966,0.7612749230048721,-0.04453297018325775
384,45,RH,-0.33760211955130853,-0.0113601233921416,2,0,1,Lvl,4,Corner,1,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,3,BrkTil,2,2,1,1,-1.4141397865663,1,-0.35534240780090887,0.5488907387364226,-0.07410693351279153,GasA,3,0,FuseA,-1.080190914521353,-0.8701173641387884,-0.1336023189084742,-1.8092683837608148,0,0,1,0,2,1,3,5,10,0,0,Detchd,1950.0,1,2,0.05549361143693863,2,2,1,-0.9467014684878265,-1.0729164749626994,2.214463373456501,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,10,2009,WD,Normal,76000,1,1,0,0,1,0,0,0,0,1,1,0,11.238488619268468,-1.9503082786601413,-1.8833753172736063,0.7202560519967033
385,60,RL,0.14713213959216614,3.420619828188519,2,0,3,Low,4,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,-0.8159593473487858,4,3,PConc,4,3,3,6,0.8906388942206508,1,-0.35534240780090887,0.4002745493189895,0.537188688990917,GasA,5,1,SBrkr,-0.07480144481180019,1.1875516746604886,-0.1336023189084742,0.9277683715949265,1,0,2,1,3,1,4,9,10,2,2,Attchd,1992.0,3,2,0.2821659921549993,3,3,3,1.1260412023568596,1.458506914712673,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2007,WD,Normal,240000,1,1,0,0,1,0,1,0,0,0,1,1,12.388394202324129,1.1127502298486884,1.4649570605858435,0.6329718573372597
386,120,RL,-1.3759317814659777,-2.0212750737552962,2,0,1,Lvl,4,Inside,1,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.2614207997467777,4,3,PConc,4,3,1,6,-0.3379625018799973,1,-0.35534240780090887,0.7925107792773968,0.3369567686273511,GasA,5,1,SBrkr,0.4358963750554862,-0.8701173641387884,-0.1336023189084742,-0.36537712176080145,0,0,2,0,2,1,4,6,10,1,3,Attchd,2004.0,3,2,0.1773330890683985,3,3,3,0.9759899675825849,0.3420545036888333,-0.4042442108783149,-0.12852142748861478,3.2551648745764212,-0.06939258050999438,0,0,None,-0.19048147368468307,4,2010,WD,Normal,192000,1,1,0,0,1,1,1,0,1,1,1,1,12.165250651009918,-0.4342209890833022,-0.02842035313345037,3.0644537398983247
387,50,RL,-0.4435582410294393,-0.14244361911320325,2,0,1,Lvl,4,FR2,1,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,-0.8159593473487858,3,2,PConc,3,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.4544904056325593,-0.22686789029026747,GasA,3,1,SBrkr,-1.6315550215127947,1.0335434455740233,-0.1336023189084742,-0.5732896222985974,0,0,1,0,5,1,3,8,10,0,0,None,,0,0,-3.9929027143431366,0,0,1,-0.9467014684878265,1.2619801410483815,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,5,2006,WD,AdjLand,81000,1,0,0,0,1,0,0,0,0,1,0,0,11.302204433654575,-0.5980115759387714,-0.8001575125888648,0.4364450836729682
388,80,RL,0.23319075673691717,-0.4427586420366654,2,0,1,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.2926937490859638,3,3,CBlock,3,3,3,5,0.7419385013308202,1,-0.35534240780090887,0.19975096354061858,0.17317199083097928,GasA,5,1,SBrkr,0.05664369806423495,-0.8701173641387884,-0.1336023189084742,-0.7265697985694196,1,0,1,0,3,1,3,6,10,1,2,Detchd,1977.0,1,1,0.040087592985020626,3,3,3,1.2469540578001583,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,2,None,-0.19048147368468307,10,2009,WD,Abnorml,125000,1,1,0,1,0,1,1,0,0,0,0,1,11.736069016284437,-0.8134736660745534,-0.5533978077384403,-1.8984515323381128
389,20,RL,1.0367998996145014,0.06900437371516076,2,0,2,Lvl,4,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.023123517073728,4,3,PConc,4,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.8870036402198668,0.4730357367635032,GasA,5,1,SBrkr,0.9181352145686394,-0.8701173641387884,-0.1336023189084742,0.09389751984932357,0,0,2,0,3,1,4,6,10,0,0,Attchd,1999.0,2,2,0.37908048273246575,3,3,3,0.9009991568317577,0.44131511348724217,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2008,WD,Normal,191000,1,1,0,0,1,1,1,0,0,1,1,1,12.160028707028767,0.04801785042985107,0.5669332566128268,-0.38421994388817116
390,60,RL,1.1366528015687272,0.6197228876618865,2,0,1,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.317142828138099,5,3,PConc,5,3,3,6,0.9781472670496749,1,-0.35534240780090887,0.18914515304363255,0.5917763635777612,GasA,5,1,SBrkr,1.4335910326544348,1.0683578694263827,-0.1336023189084742,1.4598283194608077,1,0,2,1,3,1,5,9,10,1,5,BuiltIn,2008.0,3,3,0.6417792258927123,3,3,3,1.0887875172108348,1.2068569856631268,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,8,2008,New,Partial,426000,1,1,0,0,1,1,1,0,1,1,0,1,12.962194625251508,2.5019489020808177,2.051604683038569,0.3813219282877135
391,50,RL,-0.9066871025690053,-0.14359335968466602,2,1,1,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,BrkTil,3,4,1,3,0.42099471980732844,4,2.8821444658229294,-0.11346719290043487,0.007592111820463358,GasA,5,1,SBrkr,-0.4394207355100354,0.955058339976016,-0.1336023189084742,-0.14228166139498993,1,0,1,0,4,1,3,7,10,0,0,Detchd,1978.0,1,1,0.09974254194068016,3,3,3,-0.9467014684878265,1.192878200108745,2.333532251689755,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,3,None,-0.19048147368468307,4,2008,WD,Normal,119000,1,1,0,1,1,0,0,0,0,1,1,0,11.686878772093667,0.5156376044659805,-0.13468954957452658,3.1051196053014016
392,60,RL,0.18935020926033208,0.5782076249410925,2,0,2,Lvl,4,CulDSac,1,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,-0.8159593473487858,3,3,PConc,5,3,1,5,0.7717778894377985,1,-0.35534240780090887,-0.48745699737030285,-0.05214053196293793,GasA,5,1,SBrkr,-1.0009070082808793,1.272670192165784,-0.1336023189084742,0.9400311096360467,1,0,2,1,3,1,4,7,10,1,3,BuiltIn,2001.0,3,2,0.3585576213004666,3,3,3,0.9165994865342049,1.3729692227964578,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2009,WD,Normal,215000,1,1,0,0,1,0,1,0,1,1,1,1,12.2783933071098,0.2717631838849046,0.8878905776731089,0.5474341654210445
393,20,RL,0.14713213959216614,-0.1588343596191242,2,0,2,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,Slab,0,0,0,0,-1.4141397865663,0,-0.35534240780090887,-3.047600483023416,-5.894038092795351,GasA,3,1,SBrkr,-0.7094591862784443,-0.8701173641387884,-0.1336023189084742,-1.4561908883973993,0,0,1,0,3,1,3,5,10,0,0,Attchd,1959.0,2,1,-0.08330732107644971,3,3,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,3,Shed,5.595136904406061,7,2007,WD,Normal,106500,0,1,0,1,0,0,0,1,0,0,1,1,11.575900264131617,-1.5795765504172325,-7.350228981192751,-1.8984515323381128
394,30,RL,0.14713213959216614,-0.3778091177664487,2,0,1,Lvl,4,Corner,1,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,-0.8159593473487858,3,3,CBlock,3,3,1,3,0.4538633353964957,1,-0.35534240780090887,0.32977695349403985,-0.06966921921494458,GasA,3,1,FuseA,-1.064173756521487,-0.8701173641387884,-0.1336023189084742,-1.7940139623056126,0,0,1,0,2,1,3,4,10,2,3,None,,0,0,-3.9929027143431366,0,0,3,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,2,None,-0.19048147368468307,4,2006,WD,Abnorml,100000,1,0,0,1,0,0,0,0,0,1,0,0,11.512925464970229,-1.9342911206602755,-1.8636831815205572,-1.8984515323381128
395,50,RL,-0.33760211955130853,0.2180694562962893,2,0,1,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,CBlock,3,3,1,1,-1.4141397865663,1,-0.35534240780090887,0.5141145907790193,-0.13038255734097243,GasA,4,1,FuseA,-1.2833079918947927,0.8624053276166065,-0.1336023189084742,-0.9794897396283833,0,0,1,0,2,1,3,5,10,0,0,Detchd,1940.0,1,1,-0.222297870720356,3,3,3,-0.9467014684878265,0.6415256019425335,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2007,WD,Normal,109000,1,1,0,0,1,0,0,0,0,1,1,0,11.59910316121128,-0.42090266427818623,-1.1098722969693557,-0.18400945543287983
396,20,RL,0.05407918618038168,0.10756381855095583,2,0,1,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8159593473487858,3,3,CBlock,3,3,3,4,0.7946831830324643,1,-0.35534240780090887,0.1931468023103916,0.2554744839141219,GasA,3,1,SBrkr,0.10937589452443601,-0.8701173641387884,-0.1336023189084742,-0.6763487075950313,1,0,1,0,3,1,3,6,10,0,0,Attchd,1956.0,1,1,0.40131532509388407,3,3,3,0.5199123454092598,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,6,2010,WD,Normal,129000,1,1,0,0,0,0,1,0,0,0,1,1,11.76756768334381,-0.7607414696143524,-0.4208742236809094,-1.8984515323381128
397,20,RL,-0.33760211955130853,-0.4427586420366654,2,0,1,Low,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,3,CBlock,3,3,3,3,0.8114253689279846,1,-0.35534240780090887,-0.4735621547566853,0.04039381500880794,GasA,3,1,SBrkr,-0.6669203754370372,-0.8701173641387884,-0.1336023189084742,-1.4156777743491162,0,0,1,0,2,1,3,6,10,0,0,Detchd,1985.0,2,2,0.40590609209045353,3,3,3,1.124261635658554,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,9,2009,WD,Normal,123000,1,1,0,0,0,0,1,0,0,0,1,1,11.719939634354555,-1.5370377395758257,-1.3752839593403083,-1.8984515323381128
398,60,RL,0.09981219533834862,-0.34077823627958687,2,0,1,Lvl,4,Inside,1,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3388009468423412,3,3,CBlock,3,3,1,5,0.689959669081,1,-0.35534240780090887,0.07308111201673927,0.010625531461720017,GasA,3,1,SBrkr,-0.7309458766929205,1.2083462013371944,-0.1336023189084742,0.7029840698206425,0,0,2,0,4,1,3,8,10,1,3,Attchd,1962.0,2,1,-0.15703484847841934,3,3,3,-0.9467014684878265,1.3112531127200528,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,7,2007,WD,Normal,169500,1,1,0,0,1,1,0,0,0,0,1,1,12.040608205802641,0.47740032464427384,0.7136096012823625,0.4857180553446395
399,30,RM,-0.33760211955130853,-0.018461930680399547,2,0,1,Lvl,4,Corner,1,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8159593473487858,3,2,BrkTil,2,1,1,1,-1.4141397865663,1,-0.35534240780090887,0.6585984936930384,0.10342487238287727,GasA,4,1,Mix,-0.08064272368978773,-0.8701173641387884,-0.1336023189084742,-0.8573186453704569,0,0,1,0,2,1,3,6,3,0,0,Detchd,1920.0,1,1,0.01226730201604674,1,1,1,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,0,0,None,-0.19048147368468307,11,2007,WD,Abnorml,67000,1,1,0,0,0,0,0,0,0,1,0,0,11.112447898373103,-0.9507600878285761,-0.7538937729875796,-1.8984515323381128
