,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2,Age,logPrice,PriceRange
270,274,275,20,RL,76.0,8314,2,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,3.0,3,4.0,5.0,546,1.0,0,270,816,GasA,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,8,0,0.0,Attchd,1982.0,1.0,1,264,3.0,3.0,3,168,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,124500,1632,0,1.0,1,1,0,0,0,0,1,1,25,11.7320609948869,Low
271,1153,1154,30,RM,60.0,5890,2,0.0,1,4,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3,3.0,5.0,538,1.0,0,278,816,GasA,5,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,2002.0,1.0,1,432,3.0,3.0,3,0,0,96,0,0,0,0.0,0.0,Missing,0,6,2008,WD,Normal,120500,1632,96,1.0,1,1,1,0,1,0,1,0,1,11.699405031912846,Low
272,1120,1121,30,RM,59.0,8263,2,0.0,1,3,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,1012,1012,GasA,3,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,4.0,Detchd,1920.0,1.0,1,308,3.0,3.0,3,0,22,112,0,0,0,0.0,4.0,Missing,0,5,2007,WD,Normal,118400,2024,134,1.0,1,1,1,0,1,0,1,0,57,11.681824001432044,Low
273,1096,1097,70,RM,60.0,6882,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,684,684,GasA,3,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,4,7,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,136,0,115,0,0,0,0.0,0.0,Missing,0,3,2007,WD,Normal,127000,2039,115,1.5,1,0,1,0,1,0,1,0,1,11.751942365440726,Low
274,488,489,190,RL,60.0,10800,2,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3.0,2,1.0,4.0,664,1.0,0,290,954,GasA,3,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,3,10,5,1,4.0,Attchd,1970.0,1.0,2,520,3.0,2.0,1,142,0,0,0,0,0,0.0,0.0,Missing,0,5,2006,ConLD,Normal,160000,3368,0,2.0,1,1,0,0,1,0,1,0,36,11.982929094215965,Low
275,394,395,50,RL,60.0,10134,2,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,735,735,GasA,4,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,1940.0,1.0,1,240,3.0,3.0,3,0,39,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,109000,1769,39,1.0,1,1,1,0,1,0,1,0,57,11.599103161211278,Low
276,187,188,50,RL,60.0,10410,2,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2.0,3,1.0,1.0,0,1.0,0,660,660,GasA,5,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,3,8,6,0,0.0,Detchd,1916.0,1.0,1,180,2.0,2.0,1,0,0,0,140,0,0,0.0,4.0,Missing,0,8,2009,WD,Normal,135000,2316,140,2.5,1,1,1,0,1,0,1,0,22,11.813030057420569,Low
277,653,654,50,RM,60.0,10320,2,1.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,756,756,GasA,5,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,3,7,8,0,0.0,Detchd,1906.0,1.0,1,216,3.0,3.0,3,57,0,239,0,0,0,0.0,4.0,Missing,0,6,2008,WD,Normal,135000,2225,239,1.0,1,1,1,0,1,0,1,0,13,11.813030057420569,Low
278,1370,1371,50,RL,90.0,5400,2,0.0,1,4,4,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,2,3,PConc,3.0,3,1.0,5.0,315,3.0,105,420,840,GasA,5,Y,SBrkr,840,534,0,1374,0,0,1,0,2,1,3,6,8,0,0.0,Detchd,1967.0,3.0,1,338,3.0,3.0,3,0,0,198,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,105000,2214,198,1.0,1,1,1,0,1,0,1,0,59,11.561715629139659,Low
279,1000,1001,20,RL,74.0,10206,2,0.0,1,4,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,3,3,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasW,2,N,FuseF,944,0,0,944,0,0,1,0,2,1,2,4,7,0,0.0,Detchd,1956.0,1.0,2,528,3.0,2.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,82000,944,0,1.0,0,1,0,0,0,0,1,1,57,11.314474526246393,Low
280,1252,1253,20,RL,62.0,9858,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,510,1.0,0,354,864,GasA,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1968.0,2.0,1,288,3.0,3.0,3,33,0,0,0,0,0,0.0,3.0,Shed,600,11,2009,WD,Normal,130000,1738,0,2.0,1,1,0,0,0,0,1,1,41,11.77528972943772,Low
281,1131,1132,20,RL,63.0,10712,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3,2.0,4.0,212,1.0,0,762,974,GasA,3,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,28,0,0,0,0,0.0,4.0,Missing,0,9,2007,Oth,Abnorml,93500,1948,28,1.0,1,0,1,0,1,0,1,1,15,11.445716715276781,Low
282,383,384,45,RH,60.0,9000,2,0.0,1,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,2,1.0,1.0,0,1.0,0,784,784,GasA,3,N,FuseA,784,0,0,784,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,1950.0,1.0,2,360,2.0,2.0,1,0,0,91,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,76000,1568,91,1.0,1,1,1,0,1,0,1,0,59,11.238488619268468,Low
283,375,376,30,RL,65.5,10020,2,0.0,2,1,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2.0,1,4.0,4.0,350,1.0,0,333,683,GasA,4,N,FuseA,904,0,0,904,1,0,0,1,1,1,2,4,4,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,3,2009,WD,Normal,61000,1587,0,1.5,1,0,0,0,1,0,1,0,59,11.018629143155449,Low
284,729,730,30,RM,52.0,6240,2,1.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,152,1.0,0,628,780,GasA,3,Y,FuseA,848,0,360,1208,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,1962.0,1.0,2,539,3.0,3.0,3,0,23,112,0,0,0,0.0,0.0,Missing,0,1,2009,WD,Normal,103000,1988,135,1.0,1,1,1,0,1,0,1,0,59,11.542484267211773,Low
285,705,706,190,RM,70.0,5600,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,2,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,Othr,3500,7,2010,WD,Normal,55000,1092,0,2.0,0,0,0,0,1,0,1,0,60,10.915088464214607,Low
286,121,122,50,RM,50.0,6060,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,732,732,GasA,4,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,0.0,Detchd,1979.0,1.0,1,264,3.0,3.0,2,0,0,140,0,0,0,0.0,4.0,Missing,0,6,2007,WD,Normal,100000,1855,140,1.0,1,1,1,0,1,0,1,0,57,11.512925464970227,Low
287,1399,1400,50,RL,51.0,6171,2,0.0,1,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3.0,3,1.0,4.0,264,1.0,0,712,976,GasA,5,Y,SBrkr,1160,448,0,1608,0,0,2,1,3,1,4,7,8,1,4.0,Detchd,1925.0,1.0,1,216,2.0,3.0,3,147,16,0,0,0,0,0.0,4.0,Missing,0,10,2009,WD,Normal,137450,2584,16,2.5,1,1,1,0,1,0,1,0,19,11.831015493593389,Low
288,1376,1377,30,RL,52.0,6292,2,0.0,1,3,4,Inside,3,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3,2.0,3.0,384,1.0,0,384,768,GasA,3,N,SBrkr,790,0,0,790,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1925.0,1.0,1,160,2.0,3.0,3,0,141,0,0,0,0,0.0,0.0,Missing,0,4,2008,WD,Normal,91000,1558,141,1.0,1,1,1,0,1,0,1,0,58,11.418614785498988,Low
289,1284,1285,50,RL,50.0,9638,2,0.0,1,4,4,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,804,804,GasA,5,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,4,10,6,1,4.0,Detchd,1969.0,1.0,1,336,3.0,3.0,3,272,0,42,0,116,0,0.0,0.0,Missing,0,3,2010,WD,Normal,169000,3251,158,2.0,1,1,1,0,1,0,1,0,20,12.037653993905213,Low
290,1092,1093,50,RL,60.0,8400,2,0.0,1,3,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3,1.0,3.0,423,1.0,0,758,1181,GasA,2,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,8,1,4.0,Detchd,1925.0,1.0,2,576,3.0,3.0,3,342,0,128,0,0,0,0.0,0.0,Missing,0,6,2008,WD,Normal,136500,2875,128,2.0,1,1,1,0,1,0,1,0,58,11.824079893607152,Low
291,823,824,50,RL,60.0,9900,2,0.0,1,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,778,778,GasA,3,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,3,7,8,1,4.0,Detchd,1940.0,1.0,1,240,3.0,3.0,3,335,0,0,0,0,0,0.0,3.0,Missing,0,7,2009,WD,Normal,139500,2267,0,2.0,1,1,0,0,1,0,1,0,59,11.845819880243553,Low
292,592,593,20,RL,60.0,6600,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3.0,4,1.0,6.0,816,1.0,0,0,816,GasA,5,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,3,4,8,0,0.0,Detchd,1985.0,3.0,2,816,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2008,WD,Normal,138000,1632,0,2.0,1,1,0,0,1,0,1,1,5,11.83500896413934,Low
293,561,562,20,RL,77.0,10010,2,0.0,1,4,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,3.0,5.0,1071,2.0,123,195,1389,GasA,4,Y,SBrkr,1389,0,0,1389,1,0,1,0,2,1,3,6,8,1,3.0,Attchd,1975.0,2.0,2,418,3.0,3.0,3,240,38,0,0,0,0,0.0,0.0,Missing,0,4,2006,WD,Normal,170000,2778,38,2.0,1,1,1,0,1,0,1,1,31,12.0435537160324,Low
294,547,548,85,RL,54.0,7244,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4.0,3,3.0,5.0,619,1.0,0,149,768,GasA,5,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,3,5,8,0,0.0,Detchd,1987.0,1.0,2,624,3.0,3.0,3,104,0,0,0,0,0,0.0,0.0,Missing,0,4,2007,WD,Normal,129500,1536,0,2.0,1,1,0,0,0,0,1,1,37,11.771436160121727,Low
295,454,455,90,RL,63.0,9297,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,1606,1.0,0,122,1728,GasA,3,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,3,8,8,0,0.0,Detchd,1976.0,1.0,2,560,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Family,188000,3456,0,4.0,1,1,0,0,0,0,1,1,30,12.144197241812089,Low
296,422,423,20,RL,100.0,21750,2,0.0,1,2,4,Inside,2,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,988,988,GasA,5,Y,FuseA,988,0,0,988,0,0,1,0,2,1,3,4,8,0,0.0,Attchd,1954.0,2.0,2,520,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,Missing,0,2,2008,WD,Normal,113000,1976,0,1.0,1,1,0,0,0,0,1,1,54,11.635143097694476,Low
297,801,802,30,RM,40.0,4800,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,2.0,197,1.0,0,999,1196,GasA,5,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,5,8,0,0.0,Detchd,1957.0,1.0,2,440,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,109900,2392,0,2.0,1,1,0,0,1,0,1,0,17,11.607326140391713,Low
298,1176,1177,20,RL,37.0,6951,2,0.0,2,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,658,1.0,0,218,876,GasA,3,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1984.0,1.0,1,264,3.0,3.0,3,362,0,0,0,0,0,0.0,4.0,Missing,0,10,2008,WD,Normal,119500,1799,0,2.0,1,1,0,0,1,0,1,1,23,11.691071650353704,Low
299,535,536,190,RL,70.0,7000,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3,4.0,6.0,969,1.0,0,148,1117,GasA,3,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,85,0,148,0,0,0,0.0,0.0,Missing,0,1,2008,WD,Normal,107500,2464,148,2.0,1,0,1,0,1,0,1,0,17,11.585246126549855,Low
300,783,784,85,RL,73.0,9101,2,0.0,2,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4.0,3,3.0,6.0,1097,1.0,0,0,1097,GasA,5,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,3.0,Attchd,1978.0,3.0,2,602,3.0,3.0,3,303,30,0,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,165500,2207,30,2.0,1,1,1,0,0,0,1,1,31,12.016726473799254,Low
301,1048,1049,20,RL,100.0,21750,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,3,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,3,9,7,1,3.0,Attchd,1960.0,1.0,2,336,3.0,3.0,3,0,0,0,0,0,0,0.0,5.0,Missing,0,11,2009,WD,Normal,115000,1771,0,1.0,0,1,0,0,1,0,1,1,3,11.652687407345386,Low
302,984,985,90,RL,75.0,10125,2,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,3,Y,SBrkr,1302,432,0,1734,0,0,2,0,4,2,4,8,8,0,0.0,Attchd,1977.0,1.0,2,539,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2009,COD,Normal,126000,1734,0,2.0,0,1,0,0,0,0,1,1,32,11.744037185933616,Low
303,953,954,60,RL,73.0,11075,2,0.0,2,4,4,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3.0,3,3.0,5.0,562,2.0,193,29,784,GasA,5,Y,SBrkr,1168,800,0,1968,0,1,2,1,4,1,3,7,6,1,1.0,Attchd,1969.0,2.0,2,530,3.0,3.0,3,305,189,0,0,0,0,0.0,4.0,Shed,400,9,2008,WD,Normal,172000,2752,189,3.0,1,1,1,0,0,0,1,1,39,12.055249755795591,Low
304,943,944,90,RL,100.0,25000,2,0.0,1,1,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,3.0,1.0,0,1.0,0,1632,1632,GasA,3,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,3,8,8,0,0.0,Attchd,1967.0,1.0,2,576,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,143000,3264,0,2.0,1,1,0,0,0,0,1,1,40,11.870599909242046,Low
305,908,909,20,RL,73.0,8885,2,0.0,2,1,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,3.0,4.0,301,5.0,324,239,864,GasA,3,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,8,0,0.0,Attchd,1983.0,1.0,2,484,3.0,3.0,3,164,0,0,0,0,0,0.0,4.0,Missing,0,6,2006,WD,Normal,131000,1766,0,2.0,1,1,0,0,0,0,1,1,23,11.782952602183288,Low
306,125,126,190,RM,60.0,6780,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3.0,3,3.0,6.0,490,1.0,0,30,520,GasA,4,N,SBrkr,520,0,234,754,1,0,1,0,2,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,53,0,0,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,84500,1274,0,2.0,1,0,0,0,1,0,1,0,24,11.344506813345266,Low
307,1385,1386,50,RM,40.0,5436,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3.0,3,1.0,4.0,735,1.0,0,61,796,GasA,4,Y,SBrkr,796,358,0,1154,1,0,1,0,3,1,4,7,8,0,0.0,Detchd,1922.0,1.0,1,240,3.0,3.0,1,0,96,0,0,0,0,0.0,4.0,Missing,0,5,2010,WD,Normal,125500,1950,96,2.0,1,1,1,0,1,0,1,0,3,11.740061037553975,Low
308,1323,1324,30,RL,50.0,5330,2,0.0,1,2,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,3,1.0,2.0,280,1.0,0,140,420,GasA,4,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,2,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,164,0,0,0,0,0,0.0,0.0,Missing,0,12,2009,WD,Normal,82500,1128,0,1.0,1,0,0,0,1,0,1,0,59,11.320553572322774,Low
309,995,996,50,RL,51.0,4712,2,0.0,2,4,4,Inside,2,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,384,1.0,0,363,747,GasA,3,Y,SBrkr,774,456,0,1230,1,0,1,1,3,1,3,5,8,0,0.0,Detchd,1946.0,1.0,1,305,3.0,3.0,3,0,57,0,0,63,0,0.0,4.0,Missing,0,8,2006,WD,Abnorml,121600,1977,120,2.5,1,1,1,0,1,0,1,1,56,11.708492248514204,Low
310,976,977,30,RL,51.0,5900,2,0.0,2,3,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,440,440,GasA,3,Y,FuseA,869,0,0,869,0,0,1,0,2,1,2,4,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2006,WD,Normal,85500,1309,0,1.0,1,0,0,0,1,0,1,0,48,11.35627165492485,Low
311,935,936,30,RL,52.0,5825,2,0.0,2,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,4,PConc,2.0,3,2.0,1.0,0,1.0,0,600,600,GasA,4,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,3,5,8,0,0.0,Detchd,1953.0,1.0,2,528,3.0,3.0,3,0,0,32,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,79900,1347,32,1.0,1,1,1,0,1,0,1,0,53,11.288531131754365,Low
312,713,714,190,RL,60.0,9873,2,0.0,1,4,4,Inside,3,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3.0,3,3.0,5.0,789,1.0,0,171,960,GasW,3,N,SBrkr,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0.0,Detchd,1970.0,1.0,2,576,3.0,3.0,3,0,288,0,0,0,0,0.0,0.0,Missing,0,5,2006,WD,Normal,129000,1920,288,2.0,1,1,1,0,0,0,1,1,36,11.767567683343811,Low
313,393,394,30,RL,52.0,7446,2,0.0,1,4,4,Corner,3,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3,1.0,3.0,266,1.0,0,522,788,GasA,3,Y,FuseA,788,0,0,788,0,0,1,0,2,1,3,4,8,2,3.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,4,2006,WD,Abnorml,100000,1576,0,1.0,1,0,0,0,1,0,1,0,56,11.512925464970227,Low
314,1325,1326,30,RM,40.0,3636,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3.0,2,1.0,1.0,0,1.0,0,796,796,GasA,2,N,SBrkr,796,0,0,796,0,0,1,0,2,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,0,100,0,0,0,0.0,4.0,Missing,0,1,2008,WD,Normal,55000,1592,100,1.0,1,0,1,0,1,0,1,0,58,10.915088464214607,Low
315,896,897,30,RM,50.0,8765,2,1.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,5.0,285,1.0,0,666,951,GasA,5,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,8,0,0.0,Detchd,1936.0,1.0,1,327,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,Missing,0,4,2006,WD,Abnorml,106500,1902,28,1.0,1,1,1,0,1,0,1,0,56,11.575900264131615,Low
